XREF ID,DISPATCH UNIT,DISPATCH CREATED DATE,INCIDENT NUMBER,1ST UNIT ON SCENE,ALARM DATE TIME,CALL COMPLETE,SHIFT,_created_ts,_closed_ts,_dispatch_ts,_units,_shift,_case_id,_duration_hours,_response_min
2025107105,"BAT111, E171, LDR175",3/24/25 15:54,25-1368,BC-111,3/24/25 15:46,9/5/25 16:20,C,2025-03-24 15:46:00,2025-09-05 16:20:00,2025-03-24 15:54:00,3,C,2025107105,,8.0
2025107223,BAT111,3/24/25 17:28,25-1369,BC-111,3/24/25 17:23,9/5/25 17:55,C,2025-03-24 17:23:00,2025-09-05 17:55:00,2025-03-24 17:28:00,1,C,2025107223,,5.0
2025107415,E171,3/24/25 21:03,25-1370,E-171,3/24/25 21:02,9/4/25 21:09,C,2025-03-24 21:02:00,2025-09-04 21:09:00,2025-03-24 21:03:00,1,C,2025107415,,1.0
2025107411,E171,3/24/25 21:03,25-1371,,3/24/25 20:58,9/4/25 21:02,C,2025-03-24 20:58:00,2025-09-04 21:02:00,2025-03-24 21:03:00,1,C,2025107411,,5.0
2025107384,"BAT111, E171, LDR175",3/24/25 21:43,25-1374,BC-111,3/24/25 20:30,9/4/25 21:36,C,2025-03-24 20:30:00,2025-09-04 21:36:00,2025-03-24 21:43:00,3,C,2025107384,,73.0
2025107616,"E171, LDR175",3/25/25 1:43,25-1375,L-175,3/25/25 1:38,9/5/25 2:48,C,2025-03-25 01:38:00,2025-09-05 02:48:00,2025-03-25 01:43:00,2,C,2025107616,,5.0
2025107681,LDR175,3/25/25 4:48,25-1376,L-175,3/25/25 4:39,9/5/25 5:02,C,2025-03-25 04:39:00,2025-09-05 05:02:00,2025-03-25 04:48:00,1,C,2025107681,,9.0
2025107683,LDR175,3/25/25 5:13,25-1377,L-175,3/25/25 5:06,9/5/25 5:20,C,2025-03-25 05:06:00,2025-09-05 05:20:00,2025-03-25 05:13:00,1,C,2025107683,,7.0
2025107887,"E171, LDR175",3/25/25 9:58,25-1378,L-175,3/25/25 9:52,9/5/25 11:13,C,2025-03-25 09:52:00,2025-09-05 11:13:00,2025-03-25 09:58:00,2,C,2025107887,,6.0
2025108058,E171,3/25/25 11:53,25-1379,E-171,3/25/25 11:51,9/5/25 12:10,C,2025-03-25 11:51:00,2025-09-05 12:10:00,2025-03-25 11:53:00,1,C,2025108058,,2.0
2025108141,"E171, E172",3/25/25 12:48,25-1380,E-172,3/25/25 12:43,9/5/25 12:53,C,2025-03-25 12:43:00,2025-09-05 12:53:00,2025-03-25 12:48:00,2,C,2025108141,,5.0
2025108639,LDR175,3/25/25 18:28,25-1381,,3/25/25 18:20,9/5/25 18:38,C,2025-03-25 18:20:00,2025-09-05 18:38:00,2025-03-25 18:28:00,1,C,2025108639,,8.0
2025108668,E171,3/25/25 18:53,25-1382,E-171,3/25/25 18:45,9/5/25 19:03,C,2025-03-25 18:45:00,2025-09-05 19:03:00,2025-03-25 18:53:00,1,C,2025108668,,8.0
2025108680,LDR175,3/25/25 18:58,25-1383,L-175,3/25/25 18:51,9/5/25 18:59,C,2025-03-25 18:51:00,2025-09-05 18:59:00,2025-03-25 18:58:00,1,C,2025108680,,7.0
2025108712,E172,3/25/25 19:23,25-1384,E-172,3/25/25 19:17,9/5/25 19:34,C,2025-03-25 19:17:00,2025-09-05 19:34:00,2025-03-25 19:23:00,1,C,2025108712,,6.0
2025108754,LDR175,3/25/25 19:53,25-1385,L-175,3/25/25 19:45,9/5/25 19:56,C,2025-03-25 19:45:00,2025-09-05 19:56:00,2025-03-25 19:53:00,1,C,2025108754,,8.0
2025108846,LDR175,3/25/25 21:13,25-1386,L-175,3/25/25 21:09,9/4/25 21:35,C,2025-03-25 21:09:00,2025-09-04 21:35:00,2025-03-25 21:13:00,1,C,2025108846,,4.0
2025109065,"BAT111, E172, LDR175",3/26/25 5:23,25-1387,E-171,3/26/25 4:33,9/5/25 5:02,C,2025-03-26 04:33:00,2025-09-05 05:02:00,2025-03-26 05:23:00,3,C,2025109065,,50.0
2025109120,LDR175,3/26/25 6:47,25-1388,L-175,3/26/25 6:46,9/5/25 7:06,C,2025-03-26 06:46:00,2025-09-05 07:06:00,2025-03-26 06:47:00,1,C,2025109120,,1.0
2025109319,LDR175,3/26/25 9:53,25-1390,,3/26/25 9:50,9/5/25 9:51,A,2025-03-26 09:50:00,2025-09-05 09:51:00,2025-03-26 09:53:00,1,A,2025109319,,3.0
2025109314,LDR175,3/26/25 9:53,25-1389,L-175,3/26/25 9:50,9/5/25 10:13,A,2025-03-26 09:50:00,2025-09-05 10:13:00,2025-03-26 09:53:00,1,A,2025109314,,3.0
2025109337,LDR175,3/26/25 10:03,25-1391,,3/26/25 10:00,9/5/25 10:00,A,2025-03-26 10:00:00,2025-09-05 10:00:00,2025-03-26 10:03:00,1,A,2025109337,,3.0
2025109582,"BAT111, E171, LDR175",3/26/25 12:57,25-1392,,3/26/25 12:56,9/5/25 13:01,A,2025-03-26 12:56:00,2025-09-05 13:01:00,2025-03-26 12:57:00,3,A,2025109582,,1.0
2025109597,E171,3/26/25 13:12,25-1393,E-171,3/26/25 13:09,9/5/25 13:19,A,2025-03-26 13:09:00,2025-09-05 13:19:00,2025-03-26 13:12:00,1,A,2025109597,,3.0
2025109656,LDR175,3/26/25 14:02,25-1394,,3/26/25 13:57,9/5/25 14:07,A,2025-03-26 13:57:00,2025-09-05 14:07:00,2025-03-26 14:02:00,1,A,2025109656,,5.0
2025109768,E171,3/26/25 15:08,25-1396,E-171,3/26/25 15:04,9/5/25 15:18,A,2025-03-26 15:04:00,2025-09-05 15:18:00,2025-03-26 15:08:00,1,A,2025109768,,4.0
2025109780,LDR175,3/26/25 15:12,25-1397,L-175,3/26/25 15:10,9/5/25 15:25,A,2025-03-26 15:10:00,2025-09-05 15:25:00,2025-03-26 15:12:00,1,A,2025109780,,2.0
2025109800,"BAT111, LDR175",3/26/25 15:22,25-1399,BC-111,3/26/25 15:19,9/5/25 15:31,A,2025-03-26 15:19:00,2025-09-05 15:31:00,2025-03-26 15:22:00,2,A,2025109800,,3.0
2025109789,E171,3/26/25 15:23,25-1398,E-171,3/26/25 15:20,9/5/25 15:26,A,2025-03-26 15:20:00,2025-09-05 15:26:00,2025-03-26 15:23:00,1,A,2025109789,,3.0
2025109877,"E171, LDR175",3/26/25 15:57,25-1400,,3/26/25 15:52,9/5/25 15:55,A,2025-03-26 15:52:00,2025-09-05 15:55:00,2025-03-26 15:57:00,2,A,2025109877,,5.0
2025110087,LDR175,3/26/25 18:02,25-1401,,3/26/25 17:50,9/5/25 18:02,A,2025-03-26 17:50:00,2025-09-05 18:02:00,2025-03-26 18:02:00,1,A,2025110087,,12.0
2025110135,LDR175,3/26/25 18:43,25-1402,L-175,3/26/25 18:40,9/5/25 18:52,A,2025-03-26 18:40:00,2025-09-05 18:52:00,2025-03-26 18:43:00,1,A,2025110135,,3.0
2025110173,E171,3/26/25 19:17,25-1403,E-171,3/26/25 19:17,9/5/25 19:40,A,2025-03-26 19:17:00,2025-09-05 19:40:00,2025-03-26 19:17:00,1,A,2025110173,,0.0
2025110480,LDR175,3/27/25 4:02,25-1404,L-175,3/27/25 4:01,9/5/25 4:27,A,2025-03-27 04:01:00,2025-09-05 04:27:00,2025-03-27 04:02:00,1,A,2025110480,,1.0
2025110520,LDR175,3/27/25 6:12,25-1405,L-175,3/27/25 6:10,9/5/25 6:35,A,2025-03-27 06:10:00,2025-09-05 06:35:00,2025-03-27 06:12:00,1,A,2025110520,,2.0
2025110528,LDR175,3/27/25 6:43,25-1406,L-175,3/27/25 6:41,9/5/25 6:41,A,2025-03-27 06:41:00,2025-09-05 06:41:00,2025-03-27 06:43:00,1,A,2025110528,,2.0
2025110674,LDR175,3/27/25 9:08,25-1408,,3/27/25 9:07,9/5/25 9:08,A,2025-03-27 09:07:00,2025-09-05 09:08:00,2025-03-27 09:08:00,1,A,2025110674,,1.0
2025110893,C102,3/27/25 11:18,25-1411,C-102,3/27/25 11:17,9/5/25 11:45,,2025-03-27 11:17:00,2025-09-05 11:45:00,2025-03-27 11:18:00,1,UNKNOWN,2025110893,,1.0
2025111109,E172,3/27/25 13:57,25-1413,E-172,3/27/25 13:55,9/5/25 14:08,A,2025-03-27 13:55:00,2025-09-05 14:08:00,2025-03-27 13:57:00,1,A,2025111109,,2.0
2025111193,"E171, E172",3/27/25 14:57,25-1415,E-171,3/27/25 14:53,9/5/25 15:03,A,2025-03-27 14:53:00,2025-09-05 15:03:00,2025-03-27 14:57:00,2,A,2025111193,,4.0
2025111221,E172,3/27/25 15:08,25-1416,E-172,3/27/25 15:02,9/5/25 15:28,A,2025-03-27 15:02:00,2025-09-05 15:28:00,2025-03-27 15:08:00,1,A,2025111221,,6.0
2025111240,E171,3/27/25 15:22,25-1417,E-171,3/27/25 15:13,9/5/25 15:26,A,2025-03-27 15:13:00,2025-09-05 15:26:00,2025-03-27 15:22:00,1,A,2025111240,,9.0
2025111271,"BAT111, E171, E172, LDR175",3/27/25 15:38,25-1418,BC-111,3/27/25 15:33,9/5/25 17:27,A,2025-03-27 15:33:00,2025-09-05 17:27:00,2025-03-27 15:38:00,4,A,2025111271,,5.0
2025111279,E172,3/27/25 15:38,25-1419,,3/27/25 15:37,9/5/25 15:38,A,2025-03-27 15:37:00,2025-09-05 15:38:00,2025-03-27 15:38:00,1,A,2025111279,,1.0
2025111425,"BAT111, LDR175",3/27/25 17:08,25-1420,BC-111,3/27/25 17:02,9/5/25 17:11,A,2025-03-27 17:02:00,2025-09-05 17:11:00,2025-03-27 17:08:00,2,A,2025111425,,6.0
2025111522,LDR175,3/27/25 18:42,25-1421,,3/27/25 18:39,9/5/25 18:43,A,2025-03-27 18:39:00,2025-09-05 18:43:00,2025-03-27 18:42:00,1,A,2025111522,,3.0
2025111598,E171,3/27/25 19:52,25-1422,E-171,3/27/25 19:47,9/4/25 20:27,A,2025-03-27 19:47:00,2025-09-04 20:27:00,2025-03-27 19:52:00,1,A,2025111598,,5.0
2025111611,LDR175,3/27/25 20:02,25-1423,L-175,3/27/25 20:02,9/4/25 20:31,A,2025-03-27 20:02:00,2025-09-04 20:31:00,2025-03-27 20:02:00,1,A,2025111611,,0.0
2025111648,LDR175,3/27/25 20:47,25-1424,L-175,3/27/25 20:44,9/4/25 21:00,A,2025-03-27 20:44:00,2025-09-04 21:00:00,2025-03-27 20:47:00,1,A,2025111648,,3.0
2025111925,E172,3/28/25 7:12,25-1425,E-172,3/28/25 7:07,9/5/25 7:23,B,2025-03-28 07:07:00,2025-09-05 07:23:00,2025-03-28 07:12:00,1,B,2025111925,,5.0
2025111949,LDR175,3/28/25 7:47,25-1427,L-175,3/28/25 7:45,9/5/25 7:45,,2025-03-28 07:45:00,2025-09-05 07:45:00,2025-03-28 07:47:00,1,UNKNOWN,2025111949,,2.0
2025111947,E171,3/28/25 7:48,25-1426,L-175,3/28/25 7:43,9/5/25 7:54,B,2025-03-28 07:43:00,2025-09-05 07:54:00,2025-03-28 07:48:00,1,B,2025111947,,5.0
2025112391,LDR175,3/28/25 13:42,25-1432,L-175,3/28/25 13:22,9/5/25 14:03,B,2025-03-28 13:22:00,2025-09-05 14:03:00,2025-03-28 13:42:00,1,B,2025112391,,20.0
2025112462,LDR175,3/28/25 14:43,25-1434,L-175,3/28/25 14:36,9/5/25 14:54,B,2025-03-28 14:36:00,2025-09-05 14:54:00,2025-03-28 14:43:00,1,B,2025112462,,7.0
2025112514,LDR175,3/28/25 15:12,25-1435,L-175,3/28/25 15:10,9/5/25 15:25,B,2025-03-28 15:10:00,2025-09-05 15:25:00,2025-03-28 15:12:00,1,B,2025112514,,2.0
2025112563,E171,3/28/25 15:47,25-1436,E-171,3/28/25 15:44,9/5/25 16:02,B,2025-03-28 15:44:00,2025-09-05 16:02:00,2025-03-28 15:47:00,1,B,2025112563,,3.0
2025112715,LDR175,3/28/25 17:18,25-1437,L-175,3/28/25 17:17,9/5/25 19:45,B,2025-03-28 17:17:00,2025-09-05 19:45:00,2025-03-28 17:18:00,1,B,2025112715,,1.0
2025112798,"BAT111, LDR175",3/28/25 18:07,25-1438,,3/28/25 18:07,9/5/25 18:14,B,2025-03-28 18:07:00,2025-09-05 18:14:00,2025-03-28 18:07:00,2,B,2025112798,,0.0
2025112909,LDR175,3/28/25 19:48,25-1439,L-175,3/28/25 19:43,9/4/25 20:00,B,2025-03-28 19:43:00,2025-09-04 20:00:00,2025-03-28 19:48:00,1,B,2025112909,,5.0
